Source,Enseigne,Adresse_postale,Code_postal,Commune,Telephone,Note_globale,Nombre_d_avis,Horaires_lundi,Horaires_mardi,Horaires_mercredi,Horaires_jeudi,Horaires_vendredi,Horaires_samedi,Horaires_dimanche,Prestations_Boissons,Prestations_Burgers,Prestations_Desserts,Prestations_Grillades,Prestations_Kebab,Prestations_Lahmacun/Pide,Prestations_Pizzas,Prestations_Plats/Assiettes,Prestations_Salades,Prestations_Sandwichs,Services_Accès_handicapés,Services_Broche_faite_Maison,Services_Carte_de_fidélité,Services_Certificat_halal,Services_Frîtes_fraiches_Maison,Services_Groupes_acceptés,Services_Menu_enfant,Services_Pain_fait_Maison,Services_Parking,Services_Réduction_étudiants,Services_Restauration_à_emporter,Services_Restauration_sur_place,Services_Salle_avec_télévision,Services_Salle_climatisée,Services_Service_de_livraison,Services_Terrasse,Services_Thé_offert,Services_Wifi_gratuit,Tarifs,Note_Accueil,Note_Hygiene,Note_Fraicheur,Note_Crudites,Note_Sauces,Note_Viandes,Note_Frites,Note_Pain,Note_Quantite,Note_Qualiteprix,longitude,latitude,result_score,result_score_next,result_label,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district,result_status
https://www.kebab-frites.com/kebab/letoile-de-tunis-paris-18.html,L'Etoile de Tunis,42 boulevard Barbès,75018,Paris 18,,2.4,1,n.c,n.c,n.c,n.c,n.c,n.c,n.c,NON,NON,NON,NON,OUI,NON,NON,NON,NON,NON,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,Aucun tarif renseigné. ,3,1,0,3,4,1,1,2,1,2,2.349786,48.886918,0.8971044628099173,,42 Boulevard Barbès 75018 Paris,housenumber,75118_0662_00042,42,42 Boulevard Barbès,Boulevard Barbès,75018,Paris,"75, Paris, Île-de-France",75118,,,Paris 18e Arrondissement,ok
https://www.kebab-frites.com/kebab/saint-amat-paris-18.html,Saint Amat,56 boulevard de clichy,75018,Paris 18,01 55 79 14 83,1.5,0,n.c,n.c,n.c,n.c,n.c,n.c,n.c,NON,NON,NON,NON,OUI,NON,NON,NON,NON,NON,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,Aucun tarif renseigné. ,2,1,2,2,1,1,1,2,1,2,2.334973,48.883307,0.9031124242424241,0.5530652008456659,56 Boulevard de Clichy 75018 Paris,housenumber,75118_2113_00056,56,56 Boulevard de Clichy,Boulevard de Clichy,75018,Paris,"75, Paris, Île-de-France",75118,,,Paris 18e Arrondissement,ok
https://www.kebab-frites.com/kebab/semra-paris-18.html,Semra,27 rue de Clignancourt,75018,Paris 18,,1.2,2,n.c,n.c,n.c,n.c,n.c,n.c,n.c,NON,NON,NON,NON,OUI,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,OUI,NON,NON,NON,NON,NON,NON,Kebab Kebab + Frites 4.00€ ,1,1,1,1,0,1,1,1,2,1,2.347255,48.885504,0.906641515151515,0.6863025720620842,27 Rue de Clignancourt 75018 Paris,housenumber,75118_2118_00027,27,27 Rue de Clignancourt,Rue de Clignancourt,75018,Paris,"75, Paris, Île-de-France",75118,,,Paris 18e Arrondissement,ok
https://www.kebab-frites.com/kebab/le-palace-paris-18.html,Le Palace,42 boulevard Ornano,75018,Paris 18,,1.9,3,n.c,n.c,n.c,n.c,n.c,n.c,n.c,NON,NON,NON,NON,OUI,NON,NON,NON,NON,NON,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,Aucun tarif renseigné. ,1,2,2,1,2,2,1,2,1,2,2.347611,48.894371,0.8970035537190082,0.5151663636363636,42 Boulevard Ornano 75018 Paris,housenumber,75118_6946_00042,42,42 Boulevard Ornano,Boulevard Ornano,75018,Paris,"75, Paris, Île-de-France",75118,,,Paris 18e Arrondissement,ok
https://www.kebab-frites.com/kebab/restaurant-istanbul-paris-18.html,Restaurant Istanbul,10 rue marx dormoy,75018,Paris 18,01 40 05 05 41,3.8,5,n.c,n.c,n.c,n.c,n.c,n.c,n.c,NON,NON,NON,NON,OUI,NON,NON,NON,NON,NON,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,Aucun tarif renseigné. ,4,4,4,4,3,3,3,4,4,4,2.359565,48.885414,0.8945718181818182,,10 Rue Marx Dormoy 75018 Paris,housenumber,75118_6149_00010,10,10 Rue Marx Dormoy,Rue Marx Dormoy,75018,Paris,"75, Paris, Île-de-France",75118,,,Paris 18e Arrondissement,ok
https://www.kebab-frites.com/kebab/restaurant-taksim-paris-18.html,Restaurant Taksim,1 rue forest,75018,Paris 18,,0,0,n.c,n.c,n.c,n.c,n.c,n.c,n.c,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,Aucun tarif renseigné. ,0,0,0,0,0,0,0,0,0,0,2.329341,48.884872,0.8674885314685313,,1 Rue Forest 75018 Paris,housenumber,75118_3733_00001,1,1 Rue Forest,Rue Forest,75018,Paris,"75, Paris, Île-de-France",75118,,,Paris 18e Arrondissement,ok
https://www.kebab-frites.com/kebab/anytime-food-paris-18.html,Anytime Food,6 boulevard de Clichy,75018,Paris 18,,0,0,n.c,n.c,n.c,n.c,n.c,n.c,n.c,NON,NON,NON,NON,OUI,NON,NON,NON,NON,NON,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,Aucun tarif renseigné. ,0,0,0,0,0,0,0,0,0,0,2.339014,48.882343,0.900947922077922,0.5429977489177489,6 Boulevard de Clichy 75018 Paris,housenumber,75118_2113_00006,6,6 Boulevard de Clichy,Boulevard de Clichy,75018,Paris,"75, Paris, Île-de-France",75118,,,Paris 18e Arrondissement,ok
https://www.kebab-frites.com/kebab/restaurant-sec-paris-18.html,Restaurant Seç,42 rue des Cloys,75018,Paris 18,01 42 51 18 46,0,0,n.c,n.c,n.c,n.c,n.c,n.c,n.c,NON,NON,OUI,OUI,OUI,NON,NON,NON,NON,OUI,NON,NON,NON,NON,NON,NON,NON,OUI,NON,NON,OUI,OUI,NON,NON,NON,NON,NON,NON,Aucun tarif renseigné. ,0,0,0,0,0,0,0,0,0,0,2.337673,48.893214,0.8869472727272727,0.6188482828282827,42 Rue des Cloÿs 75018 Paris,housenumber,75118_2157_00042,42,42 Rue des Cloÿs,Rue des Cloÿs,75018,Paris,"75, Paris, Île-de-France",75118,,,Paris 18e Arrondissement,ok
https://www.kebab-frites.com/kebab/el-amal-paris-18.html,El Amal,1 rue de la Charbonnière,75018,Paris 18,,0,0,n.c,n.c,n.c,n.c,n.c,n.c,n.c,NON,NON,NON,NON,OUI,NON,NON,NON,NON,NON,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.,Aucun tarif renseigné. ,0,0,0,0,0,0,0,0,0,0,2.355509,48.884877,0.9043551196172248,,1 Rue de la Charbonnière 75018 Paris,housenumber,75118_1782_00001,1,1 Rue de la Charbonnière,Rue de la Charbonnière,75018,Paris,"75, Paris, Île-de-France",75118,,,Paris 18e Arrondissement,ok
https://www.kebab-frites.com/kebab/kifak-paris-18.html,Kifak,87 rue Ordener,75018,Paris 18,01 42 57 98 37,0,0,n.c,n.c,n.c,n.c,n.c,n.c,n.c,NON,NON,NON,NON,OUI,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,NON,OUI,NON,NON,NON,NON,NON,NON,Kebab Kebab + Frites 5.00€ ,0,0,0,0,0,0,0,0,0,0,2.347744,48.891798,0.8862546753246754,0.5869366985645933,87 Rue Ordener 75018 Paris,housenumber,75118_6918_00087,87,87 Rue Ordener,Rue Ordener,75018,Paris,"75, Paris, Île-de-France",75118,,,Paris 18e Arrondissement,ok
