"Source","Enseigne","Adresse_postale","Code_postal","Commune","Telephone","Note_globale","Nombre_d_avis","Horaires_lundi","Horaires_mardi","Horaires_mercredi","Horaires_jeudi","Horaires_vendredi","Horaires_samedi","Horaires_dimanche","Prestations_Boissons","Prestations_Burgers","Prestations_Desserts","Prestations_Grillades","Prestations_Kebab","Prestations_Lahmacun/Pide","Prestations_Pizzas","Prestations_Plats/Assiettes","Prestations_Salades","Prestations_Sandwichs","Services_Accès_handicapés","Services_Broche_faite_Maison","Services_Carte_de_fidélité","Services_Certificat_halal","Services_Frîtes_fraiches_Maison","Services_Groupes_acceptés","Services_Menu_enfant","Services_Pain_fait_Maison","Services_Parking","Services_Réduction_étudiants","Services_Restauration_à_emporter","Services_Restauration_sur_place","Services_Salle_avec_télévision","Services_Salle_climatisée","Services_Service_de_livraison","Services_Terrasse","Services_Thé_offert","Services_Wifi_gratuit","Tarifs","Note_Accueil","Note_Hygiene","Note_Fraicheur","Note_Crudites","Note_Sauces","Note_Viandes","Note_Frites","Note_Pain","Note_Quantite","Note_Qualiteprix","BD_Adresse_Longitude","BD_Adresse_Latitude","BD_Adresse_Score"
"https://www.kebab-frites.com/kebab/kebab-gare-du-nord-paris-10.html","Kebab gare du nord","12 Boulevard de Denain",75010.,"Paris 10","",4.6,1.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ",5.,4.,4.,4.,5.,5.,4.,5.,5.,5.,2.354925,48.879649,0.891060606060606
"https://www.kebab-frites.com/kebab/candirdagi-paris-10.html","Candirdagi","22 rue mazagran",75010.,"Paris 10","",3.5,4.,"11h00-20h00 ","11h00-20h00 ","11h00-20h00 ","11h00-20h00 ","11h00-20h00 ","11h00-20h00 ","Fermé","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ",3.,3.,3.,3.,3.,3.,3.,4.,3.,3.,2.352267,48.871031,0.7991181818181817
"https://www.kebab-frites.com/kebab/merina-paris-10.html","Merina","58 Rue Du Chateau Landon",75010.,"Paris 10","",5.8,1.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 5.50€ ",6.,6.,5.,5.,6.,6.,6.,6.,6.,6.,2.364597,48.88403,0.9016242105263157
"https://www.kebab-frites.com/kebab/saray-paris-10.html","Saray","75 rue du Faubourg Saint  Denis",75010.,"Paris 10","01 40 22 91 55",5.6,1.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ",6.,6.,6.,6.,6.,5.,4.,6.,5.,6.,2.354336,48.872943,0.9183556198347106
"https://www.kebab-frites.com/kebab/chouchou-paris-10.html","Chouchou","5 Boulevard de Strasbourg",75010.,"Paris 10","01 47 70 13 81",4.8,1.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 5.50€ ",3.,6.,5.,5.,5.,5.,4.,5.,5.,5.,2.354288,48.869793,0.9064335664335663
"https://www.kebab-frites.com/kebab/restaurant-bircan-paris-10.html","Restaurant Bircan","160 rue du faubourg Saint-Denis",75010.,"Paris 10","",4.3,1.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 5.00€ ",5.,4.,4.,4.,4.,4.,4.,5.,4.,5.,2.357054,48.878974,0.9197330303030302
"https://www.kebab-frites.com/kebab/chalet-du-nord-paris-10.html","Chalet du Nord","24 rue de Dunkerque",75010.,"Paris 10","",2.6,1.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 6.00€ ",2.,1.,1.,1.,3.,4.,4.,3.,4.,3.,2.352923,48.880509,0.8903790082644627
"https://www.kebab-frites.com/kebab/le-bosphore-paris-10.html","Le Bosphore","8 Rue du 8 mai 1945",75010.,"Paris 10","",3.1,7.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 4.50€ ",4.,3.,2.,2.,3.,3.,2.,2.,2.,3.,2.357152,48.876422,0.7288910047846889
"https://www.kebab-frites.com/kebab/paris-fried-chicken-pfc-paris-10.html","Paris Fried Chicken Pfc","149 Boulevard de la Villette",75010.,"Paris 10","01 40 36 52 70",2.7,1.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ",2.,3.,3.,2.,3.,3.,2.,3.,3.,3.,2.367955,48.883959,0.9104485714285713
"https://www.kebab-frites.com/kebab/loasis-du-nord-paris-10.html","L'Oasis Du Nord","11 rue de Dunkerque",75010.,"Paris 10","01 48 78 54 23",3.3,3.,"12h00-22h00 ","12h00-22h00 ","12h00-22h00 ","12h00-22h00 ","12h00-22h00 ","12h00-22h00 ","Fermé","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 5.00€ ",3.,2.,2.,3.,3.,3.,4.,3.,3.,3.,2.356631,48.879507,0.8903790082644627
"https://www.kebab-frites.com/kebab/alto-paris-10.html","Alto","223 rue Saint Maur",75010.,"Paris 10","01 40 40 96 08",1.7,3.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ",1.,1.,1.,3.,2.,1.,1.,1.,1.,2.,2.370471,48.873431,0.8874963636363635
"https://www.kebab-frites.com/kebab/le-buffet-cristal-paris-10.html","Le buffet cristal","Rue de Mazagran",75010.,"Paris 10","",1.7,12.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ",2.,2.,1.,1.,1.,1.,2.,2.,1.,2.,2.351665,48.870645,0.8755288401253918
"https://www.kebab-frites.com/kebab/besiktas-paris-10.html","Besiktas","25 rue du faubourg du temple",75010.,"Paris 10","01 42 39 58 70",1.9,1.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ",1.,2.,3.,3.,2.,1.,2.,2.,2.,1.,2.366546,48.868581,0.9102731168831169
"https://www.kebab-frites.com/kebab/restaurant-tuna-paris-10.html","Restaurant Tuna","171 Boulevard de la Villette",75010.,"Paris 10","09 52 55 67 76",0.,0.,"11h00-01h00 ","11h00-01h00 ","11h00-01h00 ","11h00-01h00 ","11h00-01h00 ","11h00-01h00 ","11h00-01h00 ","OUI","NON","OUI","OUI","OUI","NON","NON","NON","OUI","OUI","NON","OUI","NON","OUI","NON","OUI","NON","NON","NON","NON","OUI","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.365019,48.884146,0.9104485714285713
"https://www.kebab-frites.com/kebab/snack-bonne-bouffe-paris-10.html","Snack Bonne Bouffe","7 Rue de Chabrol",75010.,"Paris 10","",0.,0.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites + Boisson 5.00€ ",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.355302,48.876501,0.88386
"https://www.kebab-frites.com/kebab/restaurant-deluxe-paris-10.html","Restaurant Deluxe","50 Rue du Faubourg Saint-Denis",75010.,"Paris 10","",0.,0.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 5.00€ ",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.35397,48.871946,0.9183556198347106
"https://www.kebab-frites.com/kebab/la-parisienne-paris-10.html","La Parisienne","10 Rue des petites écuries",75010.,"Paris 10","",0.,0.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.353322,48.873223,0.9062445454545454
"https://www.kebab-frites.com/kebab/derya-paris-10.html","Derya","16 rue Faubourg Saint Denis",75010.,"Paris 10","01 47 70 87 84",0.,0.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.35319,48.87054,0.8563721487603305
"https://www.kebab-frites.com/kebab/chez-ibo-paris-10.html","Chez Ibo","218 rue Saint-Maur",75010.,"Paris 10","01 53 72 46 29",0.,0.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.370527,48.873659,0.8874963636363635
"https://www.kebab-frites.com/kebab/le-daily-syrien-paris-10.html","Le Daily Syrien","55 rue du Faubourg-Saint-Denis",75010.,"Paris 10","09 54 11 75 35",0.,0.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.353715,48.871899,0.9183556198347106
"https://www.kebab-frites.com/kebab/art-kebab-paris-10.html","Art kebab","7 faubourg Saint Denis",75010.,"Paris 10","01 42 47 81 40",0.,0.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.352725,48.870125,0.768922600422833
"https://www.kebab-frites.com/kebab/apollon-paris-10.html","Apollon","87 rue du Faubourg saint Denis",75010.,"Paris 10","04 45 23 53 29",0.,0.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","OUI","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.354916,48.873779,0.9183556198347106
"https://www.kebab-frites.com/kebab/delices-food-paris-10.html","Délices Food","9 rue Vicq d&#39;Azir",75010.,"Paris 10","01 82 07 70 14",0.,0.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.369602,48.876189,0.8109885561497325
"https://www.kebab-frites.com/kebab/sun-fast-food-paris-10.html","Sun Fast Food","148 rue de la fayette",75010.,"Paris 10","01 42 05 76 99",0.,0.,"11h00-22h00 ","11h00-22h00 ","11h00-22h00 ","11h00-22h00 ","11h00-22h00 ","11h00-22h00 ","Fermé","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 4.50€ ",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.355493,48.878802,0.822574025974026
"https://www.kebab-frites.com/kebab/delicieux-istanbul-paris-10.html","Délicieux Istanbul","97 Rue La Fayette",75010.,"Paris 10","09 84 34 35 68",0.,0.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.349811,48.87752,0.8904416422287389
"https://www.kebab-frites.com/kebab/bodrum-paris-10.html","Bodrum","190 Rue Faubourg Saint Martin",75010.,"Paris 10","06 15 74 43 66",0.,0.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.362556,48.878783,0.8621329249011856
"https://www.kebab-frites.com/kebab/anatolie-paris-10.html","Anatolie","74 rue du Faubourg Poissonnière",75010.,"Paris 10","01 47 70 13 69",0.,0.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.348564,48.876296,0.915370303030303
"https://www.kebab-frites.com/kebab/la-zorba-paris-10.html","La Zorba","Rue du faubourd du temple",75010.,"Paris 10","",0.,0.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.370121,48.869803,0.8199975388026607
"https://www.kebab-frites.com/kebab/restaurant-nassim-paris-10.html","Restaurant Nassim","76 rue du Faubourg Poissonnière",75010.,"Paris 10","",0.,0.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites + Boisson 6.00€ ",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.348609,48.876377,0.915370303030303
"https://www.kebab-frites.com/kebab/lks-kebab-paris-10.html","LÜks Kebab","24 Rue de la Grange aux Belles",75010.,"Paris 10","01 74 64 44 16",0.,0.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.369001,48.876521,0.9127192561983469
"https://www.kebab-frites.com/kebab/basis-paris-10.html","Basis","85 Faubourg Saint-Denis",75010.,"Paris 10","07 83 47 83 52",0.,0.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.354837,48.873654,0.773727520661157
"https://www.kebab-frites.com/kebab/le-wagon-du-nord-paris-10.html","Le Wagon Du Nord","1 Rue Compiegne",75010.,"Paris 10","01 40 16 95 75",0.,0.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.353366,48.879841,0.7923836363636363
"https://www.kebab-frites.com/kebab/blue-marmara-paris-10.html","Blue marmara","40 boulevard de bonne nouvelle",75010.,"Paris 10","01 47 70 33 05",0.,0.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.348612,48.870758,0.9079847107438016
"https://www.kebab-frites.com/kebab/delices-dedessa-paris-10.html","Délices D'Edessa","109 Boulevard de Magenta",75010.,"Paris 10","06 11 07 10 13",0.,0.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.35328,48.879104,0.9070433014354066
"https://www.kebab-frites.com/kebab/restaurant-delphe-paris-10.html","Restaurant Delphe","130 Rue du Faubourg Saint-Denis",75010.,"Paris 10","01 58 20 06 87",0.,0.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.356343,48.876932,0.9197330303030302
"https://www.kebab-frites.com/kebab/mistral-du-nord-paris-10.html","Mistral du nord","1 boulevard de Denain",75010.,"Paris 10","09 84 52 03 25",0.,0.,"11h00-22h00 ","11h00-22h00 ","11h00-22h00 ","11h00-22h00 ","11h00-22h00 ","11h00-22h00 ","Fermé","OUI","OUI","OUI","NON","OUI","NON","OUI","NON","OUI","NON","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Kebab menu grec 6.50€ ",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.354031,48.879025,0.8888961038961039
"https://www.kebab-frites.com/kebab/buffet-sayan-paris-10.html","Buffet Sayan","62 Rue du Château d'Eau",75010.,"Paris 10","",0.,1.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.356256,48.872203,0.9018435626535626
"https://www.kebab-frites.com/kebab/restaurant-istanbul-paris-10.html","Restaurant Istanbul","56 Boulevard De Magenta",75010.,"Paris 10","09 09 58 09 58",0.,0.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.358858,48.873446,0.9051035626535627
"https://www.kebab-frites.com/kebab/berliner-das-original-paris-10.html","Berliner Das Original","25 Rue de Dunkerque",75010.,"Paris 10","01 40 34 75 11",0.,0.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.35374,48.880342,0.8077343801652892
"https://www.kebab-frites.com/kebab/munich-kebab-paris-paris-10.html","Munich Kebab Paris","71 rue Fbg St Denis",75010.,"Paris 10","01 45 23 46 53",0.,0.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.354203,48.872728,0.5934918955512573
"https://www.kebab-frites.com/kebab/le-delice-distanbul-paris-10.html","Le délice d'Istanbul","11 rue du 8 mai 1945",75010.,"Paris 10","01 40 35 27 11",0.,0.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.357311,48.876191,0.7350252214452213
"https://www.kebab-frites.com/kebab/snack-2000-paris-10.html","Snack 2000","165 avenue Jean Jaurès",75010.,"Paris 10","",0.,0.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","OUI","OUI","OUI","NON","OUI","NON","NON","NON","NON","OUI","NON","NON","OUI","OUI","NON","NON","NON","NON","NON","NON","OUI","OUI","NON","NON","NON","OUI","NON","NON","Aucun tarif renseigné. ",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.368315,48.878447,0.43480407114624503
"https://www.kebab-frites.com/kebab/grillade-lafayette-paris-10.html","Grillade Lafayette","171 Rue La Fayette",75010.,"Paris 10","",0.,0.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","OUI","NON","OUI","OUI","OUI","NON","OUI","NON","OUI","OUI","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.359134,48.879964,0.893190909090909
"https://www.kebab-frites.com/kebab/le-carthage-paris-10.html","Le Carthage","22 rue Juliette Dodu",75010.,"Paris 10","01 42 40 07 25",0.,0.,"11h00-23h00 ","11h00-23h00 ","11h00-23h00 ","11h00-23h00 ","11h00-23h00 ","11h00-23h00 ","Fermé","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","OUI","NON","NON","NON","Kebab Kebab + Frites 4.00€ ",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.36878,48.875974,0.8906142780748662
"https://www.kebab-frites.com/kebab/rococo-paris-10.html","Rococo","4 rue du Faubourg Saint Martin",75010.,"Paris 10","",0.,0.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Kebab sandwich 9.00€ ",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.355902,48.869345,0.9187265289256198
"https://www.kebab-frites.com/kebab/chicken-hot-paris-10.html","Chicken Hot","91 boulevard Magenta",75010.,"Paris 10","",0.,0.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.354522,48.877719,0.831393488943489
"https://www.kebab-frites.com/kebab/hangar-turku-paris-10.html","Hangar Türkü","29 rue d’Enghien",75010.,"Paris 10","06 20 70 38 95",0.,0.,"n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.35051,48.872005,0.8827454545454545
