"Source","Enseigne","Adresse_postale","Code_postal","Commune","Telephone","Note_globale","Nombre_d_avis","Horaires_lundi","Horaires_mardi","Horaires_mercredi","Horaires_jeudi","Horaires_vendredi","Horaires_samedi","Horaires_dimanche","Prestations_Boissons","Prestations_Burgers","Prestations_Desserts","Prestations_Grillades","Prestations_Kebab","Prestations_Lahmacun/Pide","Prestations_Pizzas","Prestations_Plats/Assiettes","Prestations_Salades","Prestations_Sandwichs","Services_Accès_handicapés","Services_Broche_faite_Maison","Services_Carte_de_fidélité","Services_Certificat_halal","Services_Frîtes_fraiches_Maison","Services_Groupes_acceptés","Services_Menu_enfant","Services_Pain_fait_Maison","Services_Parking","Services_Réduction_étudiants","Services_Restauration_à_emporter","Services_Restauration_sur_place","Services_Salle_avec_télévision","Services_Salle_climatisée","Services_Service_de_livraison","Services_Terrasse","Services_Thé_offert","Services_Wifi_gratuit","Tarifs","Note_Accueil","Note_Hygiene","Note_Fraicheur","Note_Crudites","Note_Sauces","Note_Viandes","Note_Frites","Note_Pain","Note_Quantite","Note_Qualiteprix"
"https://www.kebab-frites.com/kebab/restaurant-kalim-paris-12.html","Restaurant Kalim","268 Rue du Faubourg Saint-Antoine","75012","Paris 12","","2.9","3","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ","2","2","2","2","3","3","3","3","2","3"
"https://www.kebab-frites.com/kebab/lentracte-paris-12.html","L'Entracte","92 avenue du docteur arnold netter","75012","Paris 12","01 43 41 86 49","3.4","4","11h00-23h00 ","11h00-23h00 ","11h00-23h00 ","11h00-23h00 ","11h00-23h00 ","11h00-23h00 ","Fermé","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 5.00€ ","3","3","4","2","3","3","3","3","3","3"
"https://www.kebab-frites.com/kebab/delices-de-reuilly-paris-12.html","Délices de Reuilly","89 rue de Reuilly","75012","Paris 12","","2.6","3","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ","3","2","3","1","2","1","2","3","4","3"
"https://www.kebab-frites.com/kebab/fast-food-istanbul-paris-12.html","Fast food Istanbul","39 rue de lyon","75012","Paris 12","01 44 75 94 24","1.9","4","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ","3","2","2","1","2","1","1","2","3","2"
"https://www.kebab-frites.com/kebab/la-parisienne-paris-12.html","La Parisienne","24 boulevard Diderot","75012","Paris 12","","2.4","3","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 5.00€ ","3","1","2","1","3","2","1","2","3","2"
"https://www.kebab-frites.com/kebab/le-nilus-paris-12.html","Le Nilu's","192 rue Faubourg Saint Antoine","75012","Paris 12","01 43 56 75 76","3.5","8","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ","4","3","3","4","3","3","2","3","3","3"
"https://www.kebab-frites.com/kebab/beyaz-paris-12.html","Beyaz","7 rue Claude Tillier","75012","Paris 12","01 43 72 79 32","0","0","n.c","n.c","n.c","n.c","n.c","n.c","n.c","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Kebab grec frites boisson 6.00€ ","0","0","0","0","0","0","0","0","0","0"
"https://www.kebab-frites.com/kebab/restaurant-dore-paris-12.html","Restaurant d'Oré","8-12 Rue des Meuniers","75012","Paris 12","","0","0","n.c","n.c","n.c","n.c","n.c","n.c","n.c","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ","0","0","0","0","0","0","0","0","0","0"
"https://www.kebab-frites.com/kebab/snack-kiziroglu-ali-baba-paris-12.html","Snack Kiziroglu Ali Baba","235 Rue De Bercy","75012","Paris 12","","0","0","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ","0","0","0","0","0","0","0","0","0","0"
"https://www.kebab-frites.com/kebab/orient-express-paris-12.html","Orient express","39 Rue de reuilly","75012","Paris 12","","0","0","n.c","n.c","n.c","n.c","n.c","n.c","n.c","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ","0","0","0","0","0","0","0","0","0","0"
"https://www.kebab-frites.com/kebab/restaurant-rayan-paris-12.html","Restaurant Rayan","11 Rue Chaligny","75012","Paris 12","01 43 07 00 92","0","0","n.c","n.c","n.c","n.c","n.c","n.c","n.c","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ","0","0","0","0","0","0","0","0","0","0"
"https://www.kebab-frites.com/kebab/mangez-moi-paris-13.html","Mangez Moi","80 Rue de Patay","75013","Paris 13","","3.9","5","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ","4","3","3","3","4","4","3","4","3","4"
"https://www.kebab-frites.com/kebab/bosphore-paris-13.html","Bosphore","111 Avenue d'Italie","75013","Paris 13","","4.5","14","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 5.00€ ","4","4","4","4","4","4","4","4","4","4"
"https://www.kebab-frites.com/kebab/les-delices-de-broca-paris-13.html","Les Délices de Broca","69 rue Broca","75013","Paris 13","09 50 55 38 81","5.2","7","10h30-22h30 ","10h30-22h30 ","10h30-22h30 ","10h30-22h30 ","10h30-22h30 ","10h30-22h30 ","Fermé","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites + Boisson 5.50€ ","5","4","4","5","5","5","4","5","5","5"
"https://www.kebab-frites.com/kebab/anatolie-paris-13.html","Anatolie","79 boulevard Vincent Auriol","75013","Paris 13","","5.3","5","11h00-23h00 ","11h00-23h00 ","11h00-23h00 ","11h00-23h00 ","11h00-23h00 ","11h00-23h00 ","Fermé","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 5.00€ ","5","5","5","4","5","5","4","5","5","5"
"https://www.kebab-frites.com/kebab/la-grece-paris-13.html","La Grèce","3 Place Vénétie","75013","Paris 13","","3.6","6","10h00-20h00 ","10h00-20h00 ","10h00-20h00 ","10h00-20h00 ","10h00-20h00 ","10h00-20h00 ","Fermé","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 4.50€ ","2","4","3","4","3","4","2","3","2","3"
"https://www.kebab-frites.com/kebab/memos-resto-paris-13.html","Memo's Resto","52 rue du chevaleret","75013","Paris 13","09 51 68 09 88","5.2","6","10h30-22h00 ","10h30-22h00 ","10h30-22h00 ","10h30-22h00 ","10h30-22h00 ","10h30-22h00 ","Fermé","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 5.50€ ","5","5","4","5","5","5","4","5","5","5"
"https://www.kebab-frites.com/kebab/le-manolya-paris-13.html","Le Manolya","136 Boulevard Vincent Auriol","75013","Paris 13","01 53 60 09 37","3.8","3","12h00-22h30 ","12h00-22h30 ","12h00-22h30 ","12h00-22h30 ","12h00-22h30 ","12h00-22h30 ","Fermé","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 5.00€ ","5","3","3","3","3","4","4","4","3","4"
"https://www.kebab-frites.com/kebab/sud-food-paris-13.html","Sud Food","69 Avenue des Gobelins","75013","Paris 13","01 83 95 18 08","4.1","5","10h00-02h00 ","10h00-02h00 ","10h00-02h00 ","10h00-02h00 ","10h00-02h00 ","10h00-02h00 ","Fermé","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 5.00€ ","5","4","4","3","4","3","3","4","4","4"
"https://www.kebab-frites.com/kebab/restaurant-bosphore-paris-13.html","Restaurant Bosphore","168 Boulevard Vincent Auriol","75013","Paris 13","01 73 70 41 11","4","3","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 5.00€ ","4","4","4","4","4","3","4","4","3","3"
"https://www.kebab-frites.com/kebab/urfa-kebab-paris-13.html","Urfa kebab","31 Boulevard Auguste Blanqui","75013","Paris 13","06 10 60 72 35","3.8","5","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ","4","3","3","4","3","4","3","4","3","3"
"https://www.kebab-frites.com/kebab/nour-paris-13.html","Nour","5 rue Françoise Dolto","75013","Paris 13","","5.4","2","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 5.80€ ","6","5","5","5","5","6","5","5","5","5"
"https://www.kebab-frites.com/kebab/paris-sud-paris-13.html","Paris Sud","68 avenue d'Italie","75013","Paris 13","","3.8","6","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ","3","3","4","3","4","3","3","4","4","4"
"https://www.kebab-frites.com/kebab/ephese-paris-13.html","Ephese","44 rue de Tolbiac","75013","Paris 13","01 53 79 08 43","3.8","3","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ","5","3","4","3","3","4","2","4","3","4"
"https://www.kebab-frites.com/kebab/croq-de-la-glaciere-paris-13.html","Croq de la Glacière","123 rue de la Glacière","75013","Paris 13","","4.3","1","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 4.50€ ","2","6","5","5","4","4","6","5","1","5"
"https://www.kebab-frites.com/kebab/good-time-paris-13.html","Good Time","81 rue Tolbiac","75013","Paris 13","01 45 70 74 99","3.6","5","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 4.50€ ","3","3","3","2","4","3","2","4","5","4"
"https://www.kebab-frites.com/kebab/sandwicherie-du-parc-paris-13.html","Sandwicherie du Parc","Rue de l'amiral Mouchez","75013","Paris 13","","5","2","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ","5","4","5","5","4","6","4","4","4","5"
"https://www.kebab-frites.com/kebab/resto-delice-paris-13.html","Resto Delice","Place de l'Abbé Georges Hénocque","75013","Paris 13","","5.8","1","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ","6","6","5","6","5","6","6","6","6","6"
"https://www.kebab-frites.com/kebab/good-time-paris-13.html","Good Time","81 rue Tolbiac","75013","Paris 13","01 45 70 74 99","3.6","5","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 4.50€ ","3","3","3","2","4","3","2","4","5","4"
"https://www.kebab-frites.com/kebab/aux-delices-dorient-paris-13.html","Aux délices d'Orient","65 boulevard Kellermann","75013","Paris 13","","5","1","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 4.50€ ","6","5","5","4","5","5","5","5","5","5"
"https://www.kebab-frites.com/kebab/midi-express-paris-13.html","Midi express","225 rue de tolbiac","75013","Paris 13","06 51 09 38 78","4.1","2","n.c","n.c","n.c","n.c","n.c","n.c","n.c","OUI","OUI","NON","NON","OUI","NON","OUI","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 4.50€ ","3","4","4","4","3","4","4","4","4","4"
"https://www.kebab-frites.com/kebab/kebab-paris-paris-13.html","Kebab Paris","108 avenue d'Italie","75013","Paris 13","","5","2","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ","6","0","4","6","6","6","6","5","6","5"
"https://www.kebab-frites.com/kebab/cheaper-food-paris-13.html","Cheaper Food","5 Boulevard Saint Marcel","75013","Paris 13","01 45 35 42 31","4.3","2","11h00-23h00 ","11h00-23h00 ","11h00-23h00 ","11h00-23h00 ","11h00-23h00 ","11h00-23h00 ","Fermé","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","OUI","NON","NON","NON","Kebab Kebab + Frites 5.00€ ","4","3","5","6","4","4","4","5","3","5"
"https://www.kebab-frites.com/kebab/letoile-du-bonheur-paris-13.html","L'etoile Du Bonheur","15 Rue Guy De La Brosse","75013","Paris 13","06 09 83 58 37","4.2","1","10h30-22h30 ","10h30-22h30 ","10h30-22h30 ","10h30-22h30 ","10h30-22h30 ","10h30-22h30 ","Fermé","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 5.00€ ","4","4","3","3","5","4","5","3","5","6"
"https://www.kebab-frites.com/kebab/grill-agora-paris-13.html","Grill agora","150 boulevard Masséna","75013","Paris 13","","4.2","1","n.c","n.c","n.c","n.c","n.c","n.c","n.c","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ","4","4","5","4","4","5","4","4","3","5"
"https://www.kebab-frites.com/kebab/odelice-paris-13.html","O'Delice","32 rue Regnault","75013","Paris 13","","3","4","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Kebab Kebab + Frites 6.90€ ","1","3","2","3","2","3","3","3","3","3"
"https://www.kebab-frites.com/kebab/gobelins-fast-paris-13.html","Gobelins Fast","20 rue Coypel","75013","Paris 13","","3.1","6","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 5.00€ ","3","3","3","2","2","3","3","3","3","3"
"https://www.kebab-frites.com/kebab/king-food-paris-13.html","King Food","6 Rue Charles Moureu","75013","Paris 13","01 58 89 15 43","2.7","1","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 4.50€ ","3","4","5","1","2","0","3","3","3","3"
"https://www.kebab-frites.com/kebab/1001-nuits-paris-13.html","1001 Nuits","41 Quai Panhard et Levassor","75013","Paris 13","","1.6","1","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ","0","3","3","1","0","2","2","2","1","2"
"https://www.kebab-frites.com/kebab/food-house-paris-13.html","Food House","46 avenue d'italie","75013","Paris 13","","2.9","4","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ","2","3","4","2","3","2","2","3","1","3"
"https://www.kebab-frites.com/kebab/le-delice-distanbul-paris-13.html","Le délice d'Istanbul","7 bis avenue d italie","75013","Paris 13","01 45 83 86 08","2.7","8","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ","2","3","2","2","2","2","2","3","3","3"
"https://www.kebab-frites.com/kebab/france-gourmet-paris-13.html","France Gourmet","195 rue de Tolbiac","75013","Paris 13","","2.3","5","n.c","n.c","n.c","n.c","n.c","n.c","n.c","OUI","OUI","OUI","NON","OUI","NON","OUI","NON","OUI","OUI","OUI","OUI","NON","OUI","OUI","NON","NON","OUI","NON","OUI","OUI","OUI","OUI","OUI","NON","NON","OUI","OUI","Kebab Kebab + Frites 4.50€ ","1","2","2","2","2","1","2","2","2","2"
"https://www.kebab-frites.com/kebab/house-food-paris-13.html","House Food","86 Rue Albert","75013","Paris 13","01 45 70 90 87","0","0","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Aucun tarif renseigné. ","0","0","0","0","0","0","0","0","0","0"
"https://www.kebab-frites.com/kebab/pizza-house-paris-13.html","Pizza House","152 Boulevard Vincent Auriol","75013","Paris 13","01 44 23 94 46","0","0","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 5.90€ ","0","0","0","0","0","0","0","0","0","0"
"https://www.kebab-frites.com/kebab/lescapade-paris-13.html","L'escapade","44 Rue Baudricourt","75013","Paris 13","01 58 89 08 89","0","0","08h00-02h00 ","08h00-02h00 ","08h00-02h00 ","08h00-02h00 ","08h00-02h00 ","08h00-02h00 ","Fermé","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","OUI","NON","NON","NON","Kebab Kebab + Frites 4.50€ ","0","0","0","0","0","0","0","0","0","0"
"https://www.kebab-frites.com/kebab/hot-snack-paris-13.html","Hot Snack","21 Avenue De La Porte De Vitry","75013","Paris 13","01 45 83 47 21","0","0","10h00-00h00 ","10h00-00h00 ","10h00-00h00 ","10h00-00h00 ","10h00-00h00 ","10h00-00h00 ","Fermé","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 5.00€ ","0","0","0","0","0","0","0","0","0","0"
"https://www.kebab-frites.com/kebab/chez-rosa-paris-13.html","Chez Rosa","101 Boulevard De L'hôpital","75013","Paris 13","","0","0","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 5.00€ ","0","0","0","0","0","0","0","0","0","0"
"https://www.kebab-frites.com/kebab/restaurant-istanbul-paris-13.html","Restaurant Istanbul","46 Avenue Des Gobelins","75013","Paris 13","09 54 86 17 78","0","0","11h00-01h00 ","11h00-01h00 ","11h00-01h00 ","11h00-01h00 ","11h00-01h00 ","11h00-01h00 ","11h00-01h00 ","OUI","OUI","OUI","OUI","OUI","NON","OUI","NON","OUI","OUI","NON","OUI","NON","NON","NON","OUI","NON","NON","NON","NON","OUI","OUI","OUI","OUI","NON","OUI","NON","NON","Kebab Kebab + frites 5.00€ ","0","0","0","0","0","0","0","0","0","0"
"https://www.kebab-frites.com/kebab/lks-kebab-paris-13.html","LÜks Kebab","6 Rue du Père Guérin","75013","Paris 13","01 42 28 38 17","0","0","n.c","n.c","n.c","n.c","n.c","n.c","n.c","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ","0","0","0","0","0","0","0","0","0","0"
"https://www.kebab-frites.com/kebab/le-140-paris-13.html","Le 140","140 Avenue d'italie","75013","Paris 13","01 45 65 48 78","0","0","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 4.50€ ","0","0","0","0","0","0","0","0","0","0"
"https://www.kebab-frites.com/kebab/kebab-raye-paris-13.html","Kebab Rayé","3 quai penhard et levassor","75013","Paris 13","07 85 05 86 65","0","0","11h00-00h00 ","Fermé","11h00-23h00 ","11h00-00h00 ","11h00-00h00 ","11h00-00h00 ","11h00-20h00 ","OUI","NON","OUI","NON","OUI","NON","NON","NON","OUI","OUI","OUI","NON","OUI","OUI","NON","NON","OUI","NON","NON","OUI","OUI","OUI","OUI","OUI","OUI","OUI","NON","NON","Aucun tarif renseigné. ","0","0","0","0","0","0","0","0","0","0"
"https://www.kebab-frites.com/kebab/chich-paris-13.html","Chich'","8 Rue Du Père Guérin","75013","Paris 13","01 42 29 82 53","0","0","n.c","n.c","n.c","n.c","n.c","n.c","n.c","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","n.c.","Aucun tarif renseigné. ","0","0","0","0","0","0","0","0","0","0"
"https://www.kebab-frites.com/kebab/le-royal-13-paris-13.html","Le Royal 13","87 Rue De Tolbiac","75013","Paris 13","01 44 23 80 87","0","0","09h00-00h00 ","09h00-00h00 ","09h00-00h00 ","09h00-00h00 ","09h00-00h00 ","09h00-00h00 ","Fermé","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 5.00€ ","0","0","0","0","0","0","0","0","0","0"
"https://www.kebab-frites.com/kebab/ephes-paris-14.html","Ephès","110 Rue Raymond Losserand","75014","Paris 14","09 53 98 38 80","4.6","22","n.c","n.c","n.c","n.c","n.c","n.c","n.c","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","NON","OUI","NON","NON","NON","NON","NON","NON","Kebab Kebab + Frites 5.00€ ","4","4","4","4","4","5","4","4","4","5"
